id	pass	pass_theme	name	problem	mechanism	donor	why_missed	benefit	friction	machine_cost	risks	test	related	related_ids	novelty	verdict
O6812	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Clinical gestalt with checklist	gut vs rules	fast impression first, then a checklist that can overturn it	dual-process diagnosis	one or the other	speed with safety	L	L	none	overturn rate	Intuition audit	O5106	COMBO	M:Intuition audit
O6813	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Screening paradox cases	more testing seems always better	cases where screening harms (overdiagnosis)	overdiagnosis research	not taught	calibrated testing	L	M	anti-screening bias	graded sources	Base-rate sense	O4702	KNOWN	S
O6814	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Informed-consent framing	decisions made for people	present options with outcomes in counts for a person to choose	shared decision-making	paternalism	respect and clarity	L	M	none	consent-framing items	Counts-first images	O4804	COMBO	S
O6815	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Handover protocol	context lost between sessions	each session starts with a structured handover from the last (what was left, what's next)	SBAR handover	no handover	continuity	L	L	none	resume accuracy	Short-dose continuation	O6409	COMBO	S
O6816	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Grand-rounds lecture	expert teaching	long expert lectures	grand rounds	—	—	M	L	passive	—	Lecture removal	O4109	KNOWN	R:EVID
O6817	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Pimping questions	pressure learning	public high-pressure questioning	clinical 'pimping'	—	—	L	L	humiliation	—	Low-stress framing	L333	KNOWN	R:EVID
O6818	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Evidence pyramid tagging	all evidence treated alike	tag each source by design (RCT, cohort, case report, opinion)	evidence-based medicine	not outside medicine	weighted trust	L	L	pyramid dogma	tags present	Replication status tag	O6208	KNOWN	S
O6819	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Prognosis before treatment	outcomes unforecast	forecast the course without intervention before choosing one	prognosis	not done	counterfactual baseline	L	L	none	baseline items	Counterfactual self	O6314	COMBO	S
O6820	68	Donor: clinical medicine (diagnosis, triage, rounds, morbidity & mortality)	Medicine-organ firewall	Renaissance could teach wrong medicine	no clinical claim appears without a grade-A source; CNS content never altered	clinical governance	none	safety of the main life	L	L	none	isolation tests	Process isolation	L145	COMBO	S
O6901	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Burden of proof per claim	claims accepted by default	each claim states who must prove what and to what standard	burdens of proof	not taught	clear disputes	L	L	none	burden items	Idea antigen test	O5403	COMBO	S
O6902	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Standards of proof ladder	one threshold for all decisions	match evidence thresholds to stakes (balance of probabilities vs beyond reasonable doubt)	legal standards	one-size thresholds	proportionate decisions	L	L	none	threshold items	Threshold before asking	O5315	COMBO	S
O6903	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Hearsay filter	second-hand claims trusted	flag claims that reach the learner through chains of retelling	hearsay rule	not taught	source awareness	L	L	none	chain items	Primary-number rule	O4201	COMBO	S
O6904	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Adversarial pair	one side presented	a case argued by two sides with the strongest evidence each, then a decision	adversarial process	lecture	judgment	L	M	false balance	decision items	Fair contested positions	L363	COMBO	S
O6905	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Cross-examination questions	claims not probed	choose the question that would expose a weak claim	cross-examination	not taught	sharp probing	L	L	none	probe items	Decisive-question pick	O4302	COMBO	S
O6906	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Precedent distinction	cases matched by surface	decide whether a new case follows a precedent by naming the material difference	distinguishing precedent	surface matching	structure over surface	L	M	none	distinction items	Legal precedent reasoning	O6605	KNOWN	M:Legal precedent reasoning
O6907	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Chain-of-custody for data	data origins unclear	each dataset in a session lists who collected, handled and published it	chain of custody	not tracked	trust	L	L	none	custody fields	Perspective of the data	O5518	COMBO	S
O6908	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Reasonable-person test	judgments idiosyncratic	ask what a reasonable, informed person would do with the same information	reasonable person standard	not used	calibrated judgment	L	L	vagueness	items	Outsider view	O5506	COMBO	S
O6909	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Statute vs spirit	rules followed to the letter against their purpose	cases where following a rule's letter defeats its goal	purposive interpretation	letter taught	Goodhart awareness	L	L	none	items	Building codes and Goodhart	L272	COMBO	R:DUP
O6910	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Mens rea for errors	all errors treated the same	classify an error as slip, mistake or knowledge gap before repair	error taxonomy (Reason)	one repair for all	right repair	L	L	none	classification items	Cause-typed repair router	O4312	COMBO	S
O6911	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Appeal with evidence	the learner disagrees with a key	an appeal button requires choosing the evidence; appeals are logged and reviewed	appeals	keys final	keys improve	L	M	abuse	appeals reviewed	Appeals	L396	KNOWN	M:Appeals
O6912	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Dissenting opinion	majority view only	each contested case shows the best dissent	dissents	consensus only	humility	L	L	none	dissent present	Expert disagreement at the frontier	O6217	COMBO	S
O6913	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Discovery obligation	inconvenient evidence hidden	sessions must show the strongest evidence against their own claim	legal discovery	one-sided teaching	honest teaching	L	M	clutter	counter-evidence present (lint)	Ideological capture check	O5413	COMBO	S
O6914	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Moot court	arguing practice	full mock trials	moot court	—	—	H	M	time, open-ended	—	Adversarial pair	O6904	KNOWN	R:COST
O6915	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Legal vocabulary course	law literacy	teach legal terms	law school	—	—	M	L	scope	—	Standards of proof ladder	O6902	KNOWN	R:SCOPE
O6916	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Presumption reversal	presumptions hide assumptions	flip the default presumption and see if the conclusion survives	presumptions in law	not taught	assumption testing	L	L	none	flip items	Hidden-assumption finder	L353	COMBO	S
O6917	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Admissibility screen	irrelevant evidence sways	before weighing, drop evidence that doesn't bear on the question	rules of evidence	everything counted	cleaner reasoning	L	L	none	admissibility items	Question value test	O5301	COMBO	S
O6918	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Sentencing guidelines for bugs	repair effort arbitrary	repair intensity set by bug severity and recurrence	sentencing guidelines	arbitrary	proportionate repair	L	L	none	repair allocation	Misconception fingerprint	O5907	UNCLEAR	S
O6919	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Contract clarity	commitments vague	forge commitments phrased as specific, checkable clauses	contract drafting	vague resolutions	enforceable self-commitments	L	L	none	clause specificity	Contract with the future self	L482	COMBO	S
O6920	69	Donor: law and evidence (burdens, precedent, adversarial process, rules of evidence)	Jurisdiction check	rules applied outside their domain	ask where a primitive applies and where it doesn't	jurisdiction	universal claims	scope awareness	L	L	none	scope items	Red-flag lists	O6806	COMBO	S
O7001	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Reproduction number for ideas	why some ideas spread in a mind and others die	estimate how many later uses each idea generates; ideas below 1 fade	R₀	not measured	invest in ideas that propagate	L	M	noisy estimates	uses per idea over months	Mechanism passport	O5016	UNCLEAR	S
O7002	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Carrying capacity of attention	load grows without limit	a hard ceiling on active primitives; new ones retire old ones	carrying capacity	unbounded syllabi	sustainable load	L	L	premature retirement	active count stays under cap	Hook budget cap	O5618	COMBO	S
O7003	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Keystone primitives	some ideas hold others up	identify primitives whose loss breaks several others (base rate, selection)	keystone species	all ideas equal	protect what matters	L	M	misidentification	dependency analysis	Compression ratio per idea	O4910	UNCLEAR	S
O7004	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Attack-rate table	causes guessed	exposure-by-outcome tables for any outbreak-like problem	field epidemiology	not generalised	portable causal method	L	L	none	table items	Outbreak investigation template	O6607	KNOWN	M:Outbreak investigation template
O7005	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Surveillance for misconceptions	misconceptions spread silently	routine counting of bug classes like disease surveillance, with thresholds for action	public-health surveillance	not monitored	early repair	L	L	false alarms	threshold triggers	Misconception fingerprint	O5907	COMBO	S
O7006	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Herd immunity for bad ideas	one learner alone	if co-op partners learn the same inoculation, bad ideas spread less between them	herd immunity	individual only	social resistance	M	L	scope	co-op pairs	Inoculation cases	O5404	UNCLEAR	S
O7007	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Succession of skills	order of learning arbitrary	pioneer skills first (counting, filtering), then those that need them	ecological succession	fixed syllabus order	natural order	L	L	metaphor stretch	order vs outcomes	Ecology succession	O6617	UNCLEAR	M:Ecology succession
O7008	70	Donor: ecology and epidemiology (R₀, carrying capacity, keystones, succession, surveillance)	Edge effects	most learning at boundaries	sessions deliberately placed at the boundary of two known domains	ecotones	centre of subjects	richer transfer	L	M	confusion	boundary items	Wormhole cases	O4902	UNCLEAR	S
